"index","alfa-romero","audi","bmw","chevrolet","dodge","honda","isuzu","jaguar","mazda","mercedes-benz","mercury","mitsubishi","nissan","peugot","plymouth","porsche","saab","subaru","toyota","volkswagen","volvo","diesel","gas","convertible","hardtop","hatchback","sedan","wagon","price","num-of-doors","avg-mpg","dohc","l","ohc","ohcf","ohcv","num-of-cylinders","bore","horsepower","4wd","fwd","rwd"
"114","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","17075","4","25.0","0","1","0","0","0","4","3.7","95","0","0","1"
"112","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","16900","4","30.5","0","1","0","0","0","4","3.7","95","0","0","1"
"165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","9298","2","27.5","1","0","0","0","0","4","3.24","112","0","0","1"
"35","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","7295","4","32.0","0","0","1","0","0","4","2.91","76","0","1","0"
"102","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","14399","4","19.5","0","0","0","0","1","6","3.43","152","0","1","0"
"84","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","14489","2","21.5","0","0","1","0","0","4","3.59","145","0","1","0"
"185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","8195","4","30.5","0","0","1","0","0","4","3.19","85","0","1","0"
"173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","8948","4","31.5","0","0","1","0","0","4","3.31","92","0","1","0"
"117","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","18150","4","21.0","0","1","0","0","0","4","3.61","142","0","0","1"
"145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","11259","4","26.5","0","0","0","1","0","4","3.62","111","1","0","0"
"91","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","6649","2","34.0","0","0","1","0","0","4","3.15","69","0","1","0"
"159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","7788","4","42.5","0","0","1","0","0","4","3.27","56","0","1","0"
"106","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","18399","2","22.0","0","0","0","0","1","6","3.43","160","0","0","1"
"86","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","8189","4","28.5","0","0","1","0","0","4","3.35","88","0","1","0"
"76","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","5389","2","39.0","0","0","1","0","0","4","2.97","68","0","1","0"
"95","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","7799","2","34.0","0","0","1","0","0","4","3.15","69","0","1","0"
"200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","16845","4","25.5","0","0","1","0","0","4","3.78","114","0","0","1"
"68","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","28248","4","23.5","0","0","1","0","0","5","3.58","123","0","0","1"
"183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","7975","2","30.5","0","0","1","0","0","4","3.19","85","0","1","0"
"146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","7463","4","30.0","0","0","0","1","0","4","3.62","82","0","1","0"
"197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","16515","4","26.0","0","0","1","0","0","4","3.78","114","0","0","1"
"73","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","40960","4","15.0","0","0","0","0","1","8","3.8","184","0","0","1"
"35","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","7295","4","32.0","0","0","1","0","0","4","2.91","76","0","1","0"
"72","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","35056","2","17.0","0","0","0","0","1","8","3.46","155","0","0","1"
"157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","7198","4","33.5","0","0","1","0","0","4","3.19","70","0","1","0"
"140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","7603","2","28.5","0","0","0","1","0","4","3.62","73","1","0","0"
"103","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","13499","4","22.0","0","0","0","0","1","6","3.43","152","0","1","0"
"155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","8778","4","29.5","0","0","1","0","0","4","3.05","62","1","0","0"
"85","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","6989","4","28.5","0","0","1","0","0","4","3.35","88","0","1","0"
"89","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","5499","2","34.0","0","0","1","0","0","4","3.15","69","0","1","0"
"60","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","8495","4","29.0","0","0","1","0","0","4","3.39","84","0","1","0"
"100","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","9549","4","30.5","0","0","1","0","0","4","3.33","97","0","1","0"
"10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","16430","2","26.0","0","0","1","0","0","4","3.5","101","0","0","1"
"149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","11694","4","23.0","0","0","0","1","0","4","3.62","111","1","0","0"
"39","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","8845","4","30.0","0","0","1","0","0","4","3.15","86","0","1","0"
"186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","8495","4","30.5","0","0","1","0","0","4","3.19","85","0","1","0"
"90","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","7099","2","47.5","0","0","1","0","0","4","2.99","55","0","1","0"
"3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","13950","4","27.0","0","0","1","0","0","4","3.19","102","0","1","0"
"78","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","6669","2","34.5","0","0","1","0","0","4","2.97","68","0","1","0"
"167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","8449","2","27.0","0","0","1","0","0","4","3.62","116","0","0","1"
"18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","5151","2","50.0","0","1","0","0","0","3","2.91","48","0","1","0"
"177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","11248","4","29.5","0","0","1","0","0","4","3.31","92","0","1","0"
"188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","9995","4","29.0","0","0","1","0","0","4","3.19","100","0","1","0"
"192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","13845","4","35.5","0","0","1","0","0","4","3.01","68","0","1","0"
